########################################### ARQUIVO DE LOG DE TRATAMENTO DO RETORNO ###########################################
##  ARQUIVO 3094_00327964_20170511_C400_00.ret
##  Data 11/05/2017

00024 ## COMPENSADO ## TITULO Nº 1489 -  | PARCELA POSSUI PROCEDIMENTO. - 
00025 ## COMPENSADO ## TITULO Nº 250 -  - 
00026 ## COMPENSADO ## TITULO Nº 322 -  - 
00027 ## COMPENSADO ## TITULO Nº 1549 -  | PARCELA POSSUI PROCEDIMENTO. - 
00028 ## COMPENSADO ## TITULO Nº 1561 -  | PARCELA POSSUI PROCEDIMENTO. - 
00029 ## COMPENSADO ## TITULO Nº 961 -  | PARCELA POSSUI PROCEDIMENTO. - 
00030 ## COMPENSADO ## TITULO Nº 2248 -  - 
00031 ## COMPENSADO ## TITULO Nº 2360 -  | PARCELA POSSUI PROCEDIMENTO. - 
00032 ## COMPENSADO ## TITULO Nº 1165 -  - 
00033 ## COMPENSADO ## TITULO Nº 1597 -  | PARCELA POSSUI PROCEDIMENTO. - 
00034 ## COMPENSADO ## TITULO Nº 1284 -  | PARCELA POSSUI PROCEDIMENTO. - 
00035 ## COMPENSADO ## TITULO Nº 697 -  - 
00036 ## COMPENSADO ## TITULO Nº 1936 -  | PARCELA POSSUI PROCEDIMENTO. - 
00037 ## COMPENSADO ## TITULO Nº 1984 -  | PARCELA POSSUI PROCEDIMENTO. - 
00038 ## COMPENSADO ## TITULO Nº 2518 -  | PARCELA POSSUI PROCEDIMENTO. - 
00039 ## COMPENSADO ## TITULO Nº 2632 -  | PARCELA POSSUI PROCEDIMENTO. | PARCELA POSSUI PROCEDIMENTO. | PARCELA POSSUI PROCEDIMENTO. - 
00040 ## COMPENSADO ## TITULO Nº 2635 -  | PARCELA POSSUI PROCEDIMENTO. | PARCELA POSSUI PROCEDIMENTO. - 
00041 ## COMPENSADO ## TITULO Nº 2638 -  | PARCELA POSSUI PROCEDIMENTO. | PARCELA POSSUI PROCEDIMENTO. | PARCELA POSSUI PROCEDIMENTO. | PARCELA POSSUI PROCEDIMENTO. - 
00042 ## COMPENSADO ## TITULO Nº 298 -  - 
00043 ## COMPENSADO ## TITULO Nº 443 -  - 
00044 ## COMPENSADO ## TITULO Nº 503 -  - 
00045 ## COMPENSADO ## TITULO Nº 865 -  - 
00046 ## COMPENSADO ## TITULO Nº 877 -  - 
00047 ## COMPENSADO ## TITULO Nº 889 -  - 
00048 ## COMPENSADO ## TITULO Nº 913 -  - 
00049 ## COMPENSADO ## TITULO Nº 1585 -  | PARCELA POSSUI PROCEDIMENTO. - 
00050 ## COMPENSADO ## TITULO Nº 1657 -  | PARCELA POSSUI PROCEDIMENTO. - 
00051 ## COMPENSADO ## TITULO Nº 2641 -  | PARCELA POSSUI PROCEDIMENTO. | PARCELA POSSUI PROCEDIMENTO. | PARCELA POSSUI PROCEDIMENTO. | PARCELA POSSUI PROCEDIMENTO. | PARCELA POSSUI PROCEDIMENTO. | PARCELA POSSUI PROCEDIMENTO. | PARCELA POSSUI PROCEDIMENTO. | PARCELA POSSUI PROCEDIMENTO. | PARCELA POSSUI PROCEDIMENTO. - 
00052 ## COMPENSADO ## TITULO Nº 479 -  - 
00053 ## COMPENSADO ## TITULO Nº 757 -  - 
00054 ## COMPENSADO ## TITULO Nº 841 -  - 
00055 ## COMPENSADO ## TITULO Nº 2020 -  | PARCELA POSSUI PROCEDIMENTO. - 
00056 ## COMPENSADO ## TITULO Nº 1948 -  | PARCELA POSSUI PROCEDIMENTO. - 
00057 ## COMPENSADO ## TITULO Nº 2212 -  - 
00058 ## COMPENSADO ## TITULO Nº 359 -  | PARCELA POSSUI PROCEDIMENTO. - 
00059 ## COMPENSADO ## TITULO Nº 613 -  - 
00060 ## COMPENSADO ## TITULO Nº 1093 -  - 
00061 ## COMPENSADO ## TITULO Nº 2633 -  | PARCELA POSSUI PROCEDIMENTO. - 
00062 ## COMPENSADO ## TITULO Nº 2636 -  | PARCELA POSSUI PROCEDIMENTO. | PARCELA POSSUI PROCEDIMENTO. | PARCELA POSSUI PROCEDIMENTO. - 
